0.000000000000000e+000	1.848809e-003
7.350096034839564e-005	1.848810e-003
7.350224599152437e-005	1.848810e-003
7.350295129544193e-005	1.848808e-003
7.350298226438088e-005	1.848808e-003
7.350305386840758e-005	1.848806e-003
7.350311689993395e-005	1.848803e-003
7.350314533940344e-005	1.848802e-003
7.350315413730694e-005	1.848801e-003
7.350329709723859e-005	1.848781e-003
7.350344005717025e-005	1.848768e-003
7.350358301710190e-005	1.848762e-003
7.350372597703354e-005	1.848763e-003
7.350386893696519e-005	1.848772e-003
7.350401189689685e-005	1.848787e-003
7.350415485682850e-005	1.848809e-003
7.350515485682850e-005	1.848812e-003
7.350615485682850e-005	1.848812e-003
9.413093214620289e-005	1.848659e-003
1.804467510390879e-004	1.848626e-003
1.804477582029859e-004	1.848626e-003
1.804481908710206e-004	1.848623e-003
1.804482105062185e-004	1.848623e-003
1.804482566011945e-004	1.848621e-003
1.804482972895554e-004	1.848618e-003
1.804482997508907e-004	1.848618e-003
1.804483022122259e-004	1.848618e-003
1.804483046735611e-004	1.848618e-003
1.804483071348964e-004	1.848618e-003
1.804483095962316e-004	1.848618e-003
1.804483120575669e-004	1.848617e-003
1.804483145189021e-004	1.848617e-003
1.804493145189021e-004	1.848626e-003
1.804503145189021e-004	1.848628e-003
1.804513145189021e-004	1.848628e-003
1.894751970097266e-004	1.849108e-003
2.873982736036565e-004	1.848453e-003
2.873993120946650e-004	1.848452e-003
2.873997698711161e-004	1.848450e-003
2.873997911327201e-004	1.848449e-003
2.873998408659708e-004	1.848448e-003
2.873998874232643e-004	1.848445e-003
2.873998898439361e-004	1.848445e-003
2.873998922646079e-004	1.848445e-003
2.873998946852798e-004	1.848444e-003
2.873998971059516e-004	1.848444e-003
2.873998995266235e-004	1.848444e-003
2.873999019472953e-004	1.848444e-003
2.873999043679671e-004	1.848444e-003
2.873999044627358e-004	1.848444e-003
2.874001901817227e-004	1.848447e-003
2.874004759007097e-004	1.848449e-003
2.874007616196967e-004	1.848451e-003
2.874010473386837e-004	1.848453e-003
2.874013330576706e-004	1.848454e-003
2.874016187766576e-004	1.848455e-003
2.874019044956446e-004	1.848455e-003
2.874029044956446e-004	1.848454e-003
3.016492362323878e-004	1.848556e-003
3.158955679691310e-004	1.848658e-003
3.301418997058741e-004	1.848760e-003
3.443882314426173e-004	1.848862e-003
3.586345631793605e-004	1.848964e-003
3.728808949161037e-004	1.849066e-003
3.871272266528468e-004	1.849168e-003
3.872272266528468e-004	1.849161e-003
3.943235320505627e-004	1.848451e-003
3.943249066617533e-004	1.848451e-003
3.943256880020108e-004	1.848452e-003
3.943257202781253e-004	1.848452e-003
3.943258009684116e-004	1.848454e-003
3.943258413135547e-004	1.848456e-003
3.943258574516120e-004	1.848456e-003
3.943258958646838e-004	1.848459e-003
3.943260399985936e-004	1.848470e-003
3.943261841325035e-004	1.848477e-003
3.943263282664133e-004	1.848480e-003
3.943264724003232e-004	1.848479e-003
3.943266165342330e-004	1.848474e-003
3.943267606681429e-004	1.848464e-003
3.943269048020527e-004	1.848451e-003
3.943279048020528e-004	1.848449e-003
3.943289048020528e-004	1.848449e-003
4.048033004970204e-004	1.848505e-003
4.152776961919880e-004	1.848589e-003
4.257520918869556e-004	1.848700e-003
4.362264875819233e-004	1.848839e-003
4.467008832768909e-004	1.849006e-003
4.571752789718585e-004	1.849200e-003
4.676496746668261e-004	1.849422e-003
4.824496746668265e-004	1.848181e-003
4.884976166283031e-004	1.848359e-003
4.945455585897796e-004	1.848539e-003
5.005935005512562e-004	1.848720e-003
5.066414425127327e-004	1.848901e-003
5.126893844742093e-004	1.849084e-003
5.187373264356859e-004	1.849268e-003
5.247852683971624e-004	1.849452e-003
5.247863590142646e-004	1.849452e-003
5.247868586332731e-004	1.849450e-003
5.247868827284711e-004	1.849449e-003
5.247869383742985e-004	1.849447e-003
5.247869869053678e-004	1.849445e-003
5.247870002000546e-004	1.849444e-003
5.247871444369804e-004	1.849433e-003
5.247872886739063e-004	1.849427e-003
5.247874329108321e-004	1.849424e-003
5.247875771477578e-004	1.849425e-003
5.247877213846836e-004	1.849430e-003
5.247878656216095e-004	1.849439e-003
5.247880098585353e-004	1.849452e-003
5.247890098585353e-004	1.849454e-003
5.247900098585353e-004	1.849454e-003
5.323221225797425e-004	1.849056e-003
5.398542353009496e-004	1.848783e-003
5.473863480221567e-004	1.848636e-003
5.549184607433639e-004	1.848615e-003
